recommendationid,appid,input_text,positive_topics,negative_topics,labels
190938328,686500,"good game with interesting story and gameplay the system with listening and recording ghosts aswell as rewinding recordings and speeding them up to find words which will help u go to the next location and learn the story of the island u are on ,however there is a few gamebreaking bugs.A bug happend to me in location 7 where the glowing orb disappeared and i couldnt continue to play no matter how much i restared the game.Overall game is good but a few big updates are needed. 7/10","[""story"", ""gameplay""]","[""bugs""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202962820,34330,first time playing and im not that good but playing the campaigns are fun and challenging. so far no bugs runs smoothly.,"[""bugs"", ""difficulty_balance"", ""gameplay""]",[],"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
34869076,655280,A realitivly simple arcade game. Its pretty fun. Id described this as something akin to asteroids. It has a well made color blind mode nearly every type of colorblindness.,"[""gameplay"", ""accessibility""]",[],"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202722427,3047750,"This has been on my wishlist, for a complete year, Now that I got to play it I'm happy to report I really enjoyed, I really got attached to my herd despite the short play time. This is not a long game, but a very immersive one. It runed very smoothly on my comptuer, one you get used to the controls and the Calicorn's AI the herd can be led rather easily. It was not as relaxed as I imagined at first, the thoughts of losing a creature did add some tension, which is adding to the immersion. If you want a more relaxed experience you can always adjust the accessibility settings which is always a bonus to me ! I would recommend the game if you are wanting a short, immersive, experience.","[""gameplay"", ""accessibility""]","[""content""]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
158509777,2061890,"There is some ridiculus bad review about this tileset. But NO! The tileset and all the work from Winlu are really good, guys! It combine alot of things and it update very careful. The only downsite belong to RPG Maker Company. Because Winlu usually update file and send to Company, this company will send the update to Steam when they want, no Winly's will. So if you buy assets in his itch io, it is more update than in steam!","[""graphics"", ""updates_support""]","[""ui_ux""]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
58384231,746000,It good,"[""other""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
124774188,2202210,"My favorite game, I just love Vee, Katie, Amber and the other ladies.","[""story"", ""content""]",[],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202407299,1262540,"This game is absolute disappointment, and i'm so mad at myself for spending money to buy it. Its boring, car control and fiziks suck, story is bad and so is the map. The biggest bullshit is that i cant even use my bluethooth controler to play it. Works fine playin NFS Carbone, you know, game that is 9 years older. Fuck EA!",[],"[""controls"", ""story"", ""content"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
129094907,1906000,"ENG: Tried it a little and left it because it did not convince me, yesterday I saw that it had a big update and I gave it another chance, it improved a lot, if you like games of the genre this one has split screen and even online if a friend has it, the story mode is good and is quite difficult. I recommend it on sale. ESP: Lo había probado un poco y dejado porque no me convenció del todo, ayer vi que tuvo un gran parche y le di otra oportunidad, mejoro bastante, si te gustan los juegos del genero, este tiene split screen y hasta online en caso si algún amigo lo tiene, el modo historia esta bueno y es bastante difícil. Lo recomiendo en oferta.","[""gameplay"", ""multiplayer"", ""story"", ""updates_support"", ""difficulty_balance"", ""value""]",[],"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202491707,602960,subnautica but better and with so much cool stuff.,"[""content"", ""gameplay""]",[],"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29364589,545130,"Good game, have extremely bad latency problems however, my laptop is far beyond the recommended specifications to run this game, would be nice for this to be fixed asap. Also game attempts to instal each time on start up saying performing first time start up. This happens for over 10 minutes each startup even when game has already been installed and downloaded. Great game other than how slow it runs on my laptop and the annoying instal feature. Will struggle to play until these problems have a solution.","[""gameplay""]","[""performance"", ""network_server""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
16546846,222900,"I love this game. Seems production has slowed and servers are a crawl now. Literally cannot play North American servers. You're forced to play on EU servers for players. Then if you like range like me, it sucks to deal with the lag associated from EU servers. Then if you do find a North American server going(will be 1 at the most at once going), if you miss rotation on it you will be waiting 12-20 minutes for that match to end, so you have a chance to join(keyword chance). Which sucks.... Besides that this game is very good, I love it. Just wish I could play on North American servers..... Maybe advertise the game better....","[""gameplay"", ""value""]","[""network_server""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
202336590,239820,mobile version was better,[],"[""gameplay""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
29959921,397550,"If you already played on Deus Ex GOTY and you enjoyed it, this mod is for you. I would recommend to play the first Deus Ex before playing this one. This mod include : new textures, mods inside a mod (shifter/biomod), new places, glitches fixes, and more! 10/10 for a remake.","[""content"", ""updates_support""]","[""bugs""]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201914053,1295660,"There probably isn't a franchise i've collectively spent more hours in since watching my brother play Civilization 3 when i was a kid, and my brother then installing Civilization 2 on our dad's ancient computer for me. Thousands of collective hours. I've always been open and positive about the changes each game has introduced, in the face of much flaming negative feedback from the general civilization community. I remember people being furious at the swap to hexagons in 5, hating city states. I remember people hating Civilization 6 on launch (which, granted, was a little deserved), but i still played both games with a positive attitude, knowing it'd improve. It was still Civilization at it's core after all. And, i was right, since Civilization 6 is my most played game on record (as of writing). And then comes Civilization 7. Promising first looks in the early preview footage, i love the rivers, the evolving of civilizations seems wonderful. But the thing that strikes me the worst is of course, the price tag. I'm not ashamed to say i bought the most expensive deluxe pre-purchase, for again, this series is a part of me, i'll allow myself this. Still, this absurd idea of charging this much for games nowadays is a trend publishers need to stop falling for immediately. But regardless. Game releases, i've been talking for months about how my life will be dedicated to this game for a few weeks. I play it, i like it, but, it just fatigues me. I'm not sure what, but. I only play it for a few days, maybe. And nothing really compels me to pick it up again. I could be tired of the formula, but. I dunno. I think it's just, too far from what i really enjoy about old Civ. Like, i wish we got a more traditional Civ with like, the army mechanics, the rivers, the towns. I dunno. I'm not giving up hope, but, maybe i should. 2K as a company can eat my whole ass, after Kerbal Space Program 2. And this EVOLVE level of price hiking. If Firaxis really cares, tone back the egregious DLC model, and release either several free updates to fix the game, i know you are capable of it, you managed to patch together Civ6 just fine. Or release one or two SOLID DLC to improve things. And for gods sake diversify the amount of civilizations available. There's SO FEW. CLASSICS that have been in the game since the start are missing, and you make BRITAIN a DLC? Come on. Pull yourselves together, Firaxis.","[""gameplay""]","[""monetization"", ""content"", ""value""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
16758308,267782,Another character to the collection. Give me. It's nice with a little shape shifting.,"[""content"", ""gameplay""]",[],"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
39425620,765230,Very nice I like it <3,"[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201612958,1108370,Bunch of rats,[],"[""other""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
201408755,321890,feels nostalgiaaa,"[""other""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
105889610,590197,Great song on bass.,"[""gameplay"", ""audio""]",[],"[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203286543,3489050,"Dead content, nerfs for anything, no reason to play. Dead game, Dead company walking.",[],"[""content"", ""monetization"", ""updates_support""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
203206234,2677660,"Engaging story , great graphics and gameplay, the puzzles are slightly confusing, platforming elements and combat could be more polished","[""story"", ""graphics"", ""gameplay""]","[""controls"", ""difficulty_balance""]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
202673676,1471410,"My Background People's biggest complaint seems to be that Synthetik did not need a sequel, and are both angry that S2 is different but also that it is the same. I was no die-hard Synthetik 1 fan, but i did get my enjoyment from the first game. My favorite parts about S1 were how the sound design and visuals came together to deliver the game feel. So I won't be critical of changes of things carried over from S1 to S2 as long as when they stand alone they still feel good. I heard good news about some more recent updates in the past few months addressing the feel of the game which was the most important to me and wanted to give it a try, especially because if I didn't like it i'd be happy to support the dev more after the steep discount in which I acquired the first game. 8/22/25 First Impression I think the environments look fantastic. Layouts are unique from S1. Seen lots of new items and modifier and upgrades in the first run. More enemies in the first few maps already. I play Raider a lot, and i'm glad the plasma grenade gets thrown now. Cool there are two dash power up options, which makes me more curious about the other classes. Excited to play more! 8/22/25","[""gameplay"", ""graphics"", ""monetization""]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
67655365,1018270,"So... I was very excited when I found this game. Not only because it's exactly the kind of game I was looking for, but also because the price was so reasonable. I just finished my first play-through and I did really enjoy it although I do have some comments & concerns about gameplay. I saw before purchasing that a lot of people insisted this game needed some kind of tutorial & that has been fixed, I found the tutorial to be super helpful. I do agree with another commenter though that a guided-victory tutorial (rather than a show & tell tutorial) would be much more beneficial. I did have to lose the game twice before I realized how to properly strategize with the available faith. After I figured out exactly what I was doing, it was much more enjoyable. It would be GREAT if the abilities tab was bigger or if you could just select abilities from the drawer, rather than having to drag them into the main panel. I would also love it if it was possible to continue playing after winning the game. Yes, all objectives have been met by the time you win, but I would still love to be able to completely conquer the map even if there is no added benefit to doing so. I'd also love to see some tiered advancement. For example ""Win as [someone], unlock [something], Start with [country], unlock [something], etc."". Just something to motivate further playing since once you've run through all the Gods, you're just playing the same game over again. Just a note, not a huge deal. All in all, this is a fantastic game & I'm excited I found it. It was a little difficult getting in because, like I said, the tutorial was a good guide but not super helpful in actual gameplay, but once you figure it out it's a great way to kill some time.","[""gameplay"", ""value"", ""ui_ux""]","[""controls"", ""replayability""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
88906291,1534480,"As far as weird games goes it definitely up there. It's very simple and easy to play,","[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203022498,200260,"Can't get enough of this game; the story, the map, the challenges, the combat system and the gadgets, it's the whole Batman experience and MORE. I fricken love this game!","[""story"", ""content"", ""gameplay""]",[],"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
43580236,433790,Its not scary at all I saw one monster no jump scares its much like the first one there are multiple endings. Do I recommend the game there were no bugs or issues with the game and the game is ok it took over an hour to complete so I will recommend it.,"[""bugs"", ""replayability""]","[""content"", ""difficulty_balance""]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
17991934,365480,"When I saw the videos and description of Ravenmark, I thought I had stumbled on another hidden gem like Valkyria Chronicles. Alas, there are not much hidden gems and most times you will just pick up another little pebble. Ravenmark is such a disapointment that looked good at first glance. A warning should have been the fact that Ravenmark is an iOS port. While that doesn't mean that it automatically has to be a bad game, there are still some implications that come along with it. Games for portable devices almost always don't want to bother the player with decisions that he made in earlier stages of the game. Concerning an RPG or strategy game, this effectively means that there are most likely no player choices to be made like specialising the skills of your units, upgrade units after a battle and carry it over to the next or RPG-choices that affect the course of the story. In short, you can expect that everything that adds salt and pepper to a RPG or strategy game will be left out. This, sadly, is the case with Ravenmark. The following list rates the different aspects of the game using a scale from very bad (---) to very good (+++): Stability/Bugs: +++ No bugs or stability issues encountered. Good job. RPG-aspects: - The story is a railroad slideshow without any interaction or possibility to make choices by the player. The characters are flat and either unmotivated good, bad and/or naive. Sometimes there's a voice narration of the character's conversations, which is nice. Tactical aspects: + You can give direct commands only to a maximum of six units during any given turn, while you will have at most times more than six units of yours on the battlefield. You can group units together and these new formations can be commanded with only a single command. Unfortunately, formations will often times not do or will not be able to do what you've ordered them to. All in all the tactical aspects are okay and the formation system adds a nice new idea to the genre. Strategic-aspects: --- There are simply no strategic decisions to be made. You can't upgrade units or characters, you can't decide which units to bring into battle, you can't decide on which terrain to fight, you have no choices regarding infrastructure, unit supply, economics or whatsoever. Price: - Considering the fact, that this is an iOS port, 15 € comes pretty close to a rip-off. With the lack of RPG-decisions and no strategic value, Ravenmark comes down to a casual game with some boring slideshow story. Honestly said, I wouldn't want to pay money for that no matter the cost.","[""bugs"", ""gameplay"", ""performance""]","[""content"", ""difficulty_balance"", ""story"", ""value""]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]"
149855730,2375912,"The work of a skilled modeller ruined. This loco has so many bugs, here's a few: - almost no sounds (doors, switches) - script is bugged. Set PZB mode to ""M"" go into LZB, on LZB end you're in ""U"". - Headlights can't be selectively turned off, there's only options for front/back signals, but you can't turn them off once active - There's been a sound update, but it's widely considered as completely off. - too high driver's view (I've addressed that in my CabCam mod on trainsimcommunitydotcom) - wrong headlight set up, top signal is off when selecting Signal not headlights If I were the modeller (the model looks good) I'd leave that developer (Skyhook) which sabotaged my work. Only recommended for having an AI layer.","[""graphics""]","[""audio"", ""bugs""]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
67833561,1229010,"i see what the devs were trying to do however the way that this game came across would be said to be quite bland.. The voice acting is something out of a kids play, maybe worse, in a way which you can tell the VA's have the script in front of them and are just reading it like a factual book, no emotion at all. The gameplay is painful and clunky, yes it introduces the spellbook but that is it, no insight about what the spells are nor what they do, it took me an entire 10 mins to work out how to complete the first objective as me, the player, wasn't given any instructions on how to preform the spells nor, again, what the spells do. as a character designer myself, the character designs could be improved as well as the enemies and the overall design. I however did enjoy the architecture of the rooms and how many of the props were interactive. i would play this for more than 15 mins if this were free but, unfortunately its not, and im sorry but its not worth £11. TL;DR: this game is not worth the price, if you want to buy it id suggest getting it on sale, game feels very clunky and not well thought out for the player.","[""other""]","[""audio"", ""gameplay"", ""graphics"", ""ui_ux"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
202450522,612100,The story was entertaining and had moments that made me wish it was longer.,"[""story""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
153203660,2703190,"The game is about what to look for items on the map, simple and tasteful","[""gameplay""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
38816595,733060,"A fun idea. REALLY short - just a few minutes. Not a good story, doesn't really use the VR for anything that couldn't be done without VR. I can't recommend it",[],"[""content"", ""story"", ""gameplay""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
34371995,687560,The lack of a real campaign leads to a feeling of not having any overall progress. Further the random placement of monsters and items regularly results in near impossible challenges. The whole game is way too minimalistic for me not only in matters of graphics. I had hoped that there was more to it.,[],"[""content"", ""difficulty_balance"", ""graphics""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
28081441,208491,"DO NOT BUY THIS DLC. Like others said, it's not possible to activate the DLC because it always says the Uplay servers are down. I should have listened....",[],"[""network_server"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
192462290,874460,Loving the vibe - setting and atmosphere. I never play games like this but it's fun as heck.,"[""gameplay"", ""story""]",[],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201390819,2344520,"Diablo 4 Beta Review Rating: 8/10 After spending several hours playing the Diablo 4 beta, I can share my thoughts on what Blizzard is preparing for the full release. Overall, the beta gave a good preview of what the game will offer, with plenty of positive aspects but also a few issues that need attention before the final launch. Positives: Environment and Graphics: There’s no denying that the world of Sanctuary looks stunning. The dark and detailed atmosphere truly immerses you in the game. The lighting, the intricate cityscapes, and the dungeons, along with how the environment interacts with weather effects, are all impressive. It’s a living, breathing world that adds another layer of immersion. Combat and Gameplay: The combat system is dynamic and very satisfying. The fluidity of animations and quick response of controls make battles visceral and engaging. I played as both the Barbarian and the Sorcerer, and both classes are a lot of fun, with distinct abilities and build possibilities that encourage experimentation. The feeling of power when wiping out hordes of enemies is something the franchise has always nailed, and it’s no different here. Progression and Customization: Character progression is one of the standout features. The skill system offers deep customization, allowing players to create unique builds. The fact that every skill has a meaningful impact on gameplay ensures that players feel a constant sense of evolution, with rewards at each new level. Open World and Multiplayer: The option to play in a shared, open world with other players is one of the most interesting innovations in Diablo 4. Dynamic events, like monster invasions and boss fights, make exploration more engaging. And of course, interacting with other players, even in a non-forced way, adds an extra layer of fun. Negatives: Server Issues (Beta): As expected, the beta wasn’t free from server issues. There were times when wait times to enter the game were long, and lag hindered the experience. While these issues are common in beta phases, they still impacted the flow of gameplay and caused some frustration. Content Repetition: Although the story hooked me, I felt that some quests and side activities started to feel repetitive after a few hours. The main story quests are interesting, but the side missions often don’t offer much variety in objectives, which can become tiring for more dedicated players. Limited Beta Content: The beta, while giving a solid idea of what to expect, also left a sense of incompleteness. Some features and areas of the game were locked, meaning we couldn't experience the game in its entirety. It left me with the feeling that the core of the game will only truly shine once the full version is released. Monetization and Microtransactions (Concerns): While the beta didn’t directly showcase this, the question of microtransactions and monetization still looms large. It wasn’t clear how Blizzard will balance this aspect, especially in a game that has the potential to be a massive hit among RPG and ARPG fans. I just hope the experience isn’t negatively impacted by excessive monetization practices. Conclusion: The Diablo 4 beta at the time in 2023 left me excited for the full release. Blizzard has nailed several aspects, like combat, character progression, and creating a dynamic open world. However, some server issues and content repetition still need to be addressed. In summary, Diablo 4 has the potential to be one of the franchise’s best titles, but a few tweaks are needed to perfect it. For long-time fans of the series, it’s definitely worth keeping an eye on the official release, and I hope Blizzard can deliver a polished, varied experience.","[""graphics"", ""gameplay"", ""replayability"", ""ui_ux""]","[""network_server"", ""content"", ""monetization""]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
26025229,522120,"Though I stil don't recommand the game , the DLC is worth it, add a ton of fan to the base game","[""content"", ""value""]",[],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
201393789,1317250,"a little overpriced, but if you get if on sale or in a bundle it’s pretty good and a nice addition to the game. I personally love the speeches.","[""content"", ""audio""]","[""value""]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
76072100,983160,"Junk of a game, enough said.",[],"[""other""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
201743162,2229890,This game that was made in 2002 has more soul and emotion than anything after 2010 [CHANGE MY MIND],"[""story""]",[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
197712954,3279990,The babby and the seggsy man.,[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
203177716,2523720,"The game feels smooth and polished at first, but the longer I play, the more it becomes clear it’s just another cash grab. The Microsoft account login issue should’ve been fixed the moment players started reporting it. Multiplayer can be fun if you luck into randoms, but most of the time matchmaking throws you against sweaty, over-leveled parties in the 20–40 rank range. They go all out for no reason—gatekeeping special weapons and spawn camping rank 0–10 teams—which completely kills the experience. Matchmaking clearly needs a rework, but let’s be real: it’s not going to happen. Save your money.","[""performance""]","[""monetization"", ""network_server"", ""multiplayer"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
202840107,934780,I would recommend this game %100 I believe it deserves a chance to be played and not compared to gta because it not gta. The story was great and missions unique to each one. Thank you developers for creating this little gem i will play it again and again in the future. everything ran smoothly from the shootouts and robberies to the racing and escaping the police. i enjoyed the skill tree you spend perk points on and the different model weapons and tools you could use that made it unique. I look forward to playing future games from this developer. 10/10,"[""gameplay"", ""graphics"", ""replayability"", ""story"", ""value""]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18181738,259040,No reason to get something on a verision no longer supported.,[],"[""updates_support"", ""value""]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
94410882,1591670,"Cool concept for a co-op game, was a nice couple hours of puzzles that involved communicating, but we found the googling portion of the game pretty annoying. I wish that part was reworked to maybe not involve actually typing stuff. Perhaps a wordbank of relevant or highlighted phrases to choose from? Or just taking it out entirely for the sequel.","[""gameplay"", ""multiplayer""]","[""ui_ux""]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
202651065,1371980,Endless exploration and pure Dynamic weather and the world is amazing. Glad they even added the Difficulty options in the new update.,"[""graphics"", ""gameplay"", ""accessibility""]",[],"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
