annotation_id,recommendationid,appid,review_text_clean,voted_up,label,positive_topics,negative_topics,is_valid,invalid_reason,annotation_note,annotation_status,word_count,char_count,votes_up,weighted_vote_score,api_model,api_error,human_verified
163,48743502,767580,Put a shark down on land Waited a couple minutes Didn't die Put it in water with a couple of trapped guests Didn't eat anyone Disappointed 5/10 would trap guests again,True,recommended,,gameplay,True,,상어를 두었는데 아무 일도 일어나지 않아 기대한 핵심 상호작용이 실망스럽다는 점을 gameplay의 부정 평가로 판단함.,completed,31,167,4,0.56611574,gpt-5.4-mini,,True
164,202111549,1170570,"I don't normally write reviews and I don't normally play 'Point and Click"" games but this game is absolutely superb. The story is great with plenty of twists and turns. The art still is 10/10 and the gameplay is interesting and engaging. If you've never played a P&C before, make this your first.",True,recommended,"story,graphics,gameplay",,True,,"스토리의 반전과 전개를 story, 훌륭한 아트 스타일을 graphics, 흥미롭고 몰입감 있는 플레이를 gameplay의 긍정 평가로 판단함.",completed,53,296,2,0.52380955,gpt-5.4-mini,,True
165,33203875,500211,"This is a pretty good route for TS. It's not the best and it has its good and band points, but overall it's OK. The scenery and modelling is well done and is probably the best part of the addon. The West London Line is very well done and I use the line a lot in real life, and I have to say, it couldn't be much more accurate in this addon. The trains on the other hand, aren't so good. The class 375 is a good train, but the sounds are pretty bad. The door sounds are completely out of sync with the animations, not that this is uncommon for DTG addons... The sounds also take for ever to catch up when you go to a different view. Also, the cab is very generic and pretty much looks like it has been copied and pasted from all the other units that look similar from the outside. Some of the platforms are bugged, because when I stop the train sometimes, the doors in the first or last units do not open, even though I have stopped well within the middle of the platform. The class 170 is OK, but the sounds are not very accurate and acceleration tend to be slow. I have also found that they have chosen to include hardly any scenarios on the North London Line. All of them are on the GOBLIN. I think there is only one scenario which transversely the NLL. Personally for the expensive price, I would have liked to have seen some more scenarios for this part of the route. Why couldn't they have compiled some over from the old North London Line DLC? Anyway, overall I think the route is good, but the trains not so much. I feel that it may be a bit overpriced for what you get, and a lack of scenarios, so wait for a sale before buying it.",True,recommended,"graphics,content","audio,bugs,value",True,,"풍경과 모델링이 잘 됐다는 점은 graphics의 긍정으로, 사운드가 나쁘고 문 열림 동기화가 어긋난 점은 audio와 bugs의 부정으로 판단했으며, 시나리오 부족과 비싼 가격은 content와 value의 부정으로 판단함.",completed,322,1639,0,0.5,gpt-5.4-mini,,True
166,138368765,2274420,▬▬▬.◙.▬▬▬ ═▂▄▄▓▄▄▂ ◢◤ █▀▀████▄▄▄▄◢◤ █▄▂█ █▄███▀▀▀▀▀▀▀╬ ◥█████◤ ══╩══╩═ ╬═╬ Totally family friendly ╬═╬ Oodles of lvls (136) & 9 achieves ╬═╬ You'll LOVE the way the game ends ╬═╬ Bright BUGFREE animated fun ╬═╬ Overflowing with nostalgia ╬═╬ Xcellent value for money ╬═╬ ╬═╬ ╬═╬ ☻/ ╬═╬/▌ ╬═╬/,True,recommended,"content,graphics,value",,True,,"136개 레벨과 애니메이션을 content와 graphics의 긍정으로, 가성비 좋다는 표현을 value의 긍정으로 판단함.",completed,48,292,16,0.65822554,gpt-5.4-mini,,True
167,88533321,1412520,i bought it but its not giving me my content,False,not_recommended,,bugs,True,,구매했지만 콘텐츠를 받지 못했다는 점을 content의 부정 평가로 판단함.,completed,10,44,1,0.29353923,gpt-5.4-mini,,True
168,55386926,1030950,"I WANTED to like this game. I spent over a year following it, waiting through multiple delayed release dates, and I kept looking forward to finally getting to play it. Unfortunately, once I was actually able to, I found it unplayable due to bugs - the game freezes at a specific point, and while you can go into the menu and save and such, it won't progress any further, and this has happened in all four routes that I tried. Now, I liked most of the characters, and the storyline seemed interesting (at least, what I could see of it). If the bugs were fixed, my opinion of the game might go up. But as far as I'm aware, the devs haven't even acknowledged the bugs, let alone made any attempt to fix them, so my recommendation is to not bother with this game. I regret wasting the money on it.",False,not_recommended,story,"bugs,updates_support,value",True,,"캐릭터와 스토리 흥미는 story의 긍정 평가로, 진행 불가와 멈춤은 bugs의 부정 평가로, 버그 미대응은 updates_support의 부정 평가로, 돈 낭비는 value의 부정 평가로 판단함.",completed,151,793,26,0.74699467,gpt-5.4-mini,,True
169,201281391,251810,Just get Godot or Ogre 3D or even Torque 3D,False,not_recommended,,other,True,,게임 자체 평가보다 다른 엔진을 쓰라는 권유만 있어 전반적인 부정 평가로 other로 판단함.,completed,10,43,0,0.5,gpt-5.4-mini,,True
170,203133531,253150,great old school style and the final boss fight is pretty dam cool.... should try to bet the game on vanilla before modding the game.,True,recommended,gameplay,,True,,올드스쿨 스타일과 최종 보스전이 재미있다고 한 점을 gameplay의 긍정 평가로 판단함.,completed,25,133,0,0.5,gpt-5.4-mini,,True
171,202740254,3154920,so i mean i make levers,True,recommended,,,False,게임 평가로 해석할 수 있는 의미 있는 문장이 아닙니다.,게임에 대한 평가가 드러나지 않는 단편적 문장이라 유효한 리뷰로 보기 어려움.,completed,6,23,0,0.5,gpt-5.4-mini,,True
172,119258329,2012620,"Fun little logic puzzles but that's the only positive comment, game was over in under 20 minutes for a few sex gifs. Glad I bought it on sale, or I would be pissed",False,not_recommended,gameplay,"content,value",True,,"논리 퍼즐이 재미있다는 점은 gameplay의 긍정으로, 플레이타임이 20분도 안 되고 내용이 적다는 점은 content의 부정으로, 세일이 아니면 화났을 것이라는 말은 value의 부정으로 판단함.",completed,33,163,3,0.51462525,gpt-5.4-mini,,True
173,71684592,1273520,"refunded - i could see the controllers ingame, but they did not work :-( i use a oculus quest headset - no problems in any other games",False,not_recommended,,controls,True,,인게임 컨트롤러가 보이지만 작동하지 않는다고 해서 controls와 기능 오작동인 bugs의 부정 평가로 판단함.,completed,27,134,9,0.61598766,gpt-5.4-mini,,True
174,199423313,2776300,"As a Playstation 1 kid growing up, this game is awesome. honestly.",True,recommended,other,,True,,게임을 직접적으로 아주 좋다고 평가하고 있어 구체 요소가 없어 other의 긍정으로 판단함.,completed,12,66,1,0.5,gpt-5.4-mini,,True
175,162273587,2519220,"The potential this game has is amazing. For it being early access, it is amazing. Other games should take a lesson from these developers. With the stunning graphics, and a great price anyone who enjoys swordplay VR games would be a fool to not pick up this title. Is it as polished as Grimlord? Not even close. Is it wonkey and a bit hard to play at the moment? Absolutely. Does it measure up to any swordplay VR game on the market today? No. That being said, I believe this dev team will deliver a wonderful, immersive, and flowing game.",True,recommended,"graphics,value",gameplay,True,,"stunning graphics와 great price는 각각 graphics와 value의 긍정 평가이고, wonkey하고 hard to play하다는 부분은 gameplay의 부정 평가로 판단함.",completed,100,538,1,0.5,gpt-5.4-mini,,True
176,149824101,1059160,One of the Worst Games i have ever played,False,not_recommended,,other,True,,구체적인 게임 요소 없이 게임을 최악이라고 평가해 other의 부정으로 판단함.,completed,9,41,0,0.5,gpt-5.4-mini,,True
177,26280600,547990,"I've only done one playthrough, but I can't wait to try another one. Great premise, tight writing and lots of replay potential. There may be only two outcomes to an election, but there seems to be room for nuance when it comes to which plot to explore and it's a lot of fun to play.",True,recommended,"story,gameplay,replayability",,True,,"다음 회차를 기대한다는 점과 분기·재플레이 가능성을 replayability로, 탄탄한 글쓰기와 설정을 story와 gameplay의 긍정 평가로 판단함.",completed,55,282,8,0.57775337,gpt-5.4-mini,,True
178,162937128,1712420,"The game is so chill and relaxing, I really like the art and the music in this game.",True,recommended,"graphics,audio",,True,,"아트는 graphics의 긍정 평가로, 음악은 audio의 긍정 평가로 판단함.",completed,18,84,0,0.5,gpt-5.4-mini,,True
179,47159735,933720,Im getting a error code one when trying to start the in game editor. it says it cant retrieve product catalogue. Can anyone help,False,not_recommended,,bugs,True,,인게임 에디터 시작 시 오류 코드와 상품 카탈로그를 가져오지 못한다는 점을 bugs의 부정 평가로 판단함.,completed,24,128,0,0.5,gpt-5.4-mini,,True
180,158055094,2677240,"The game is really great. I was playing to pass the time and soon I became addicted. The game is very fluid, and the features unlocked before the game starts and between waves add extra fun to the game. Also, the game is extremely cheap, I recommend it to everyone.",True,recommended,"gameplay,value",,True,,"게임플레이가 유동적이고 시작 전/웨이브 사이 해금 요소가 재미를 더한다는 점을 gameplay의 긍정으로, 매우 저렴하다는 점을 value의 긍정으로 판단함.",completed,50,265,0,0.5,gpt-5.4-mini,,True
181,203194249,1007040,"Could not get past first 15 minutes. I could cope with awful introduction (it is a snoozefest), but this game running so poorly with the way it looks is an instant refund. Don't get the appeal, likely never will.",False,not_recommended,,"story,performance,value",True,,"초반 전개가 지루하다는 점은 story의 부정 평가로, 낮은 성능과 환불 언급은 performance와 value의 부정 평가로 판단함.",completed,39,212,0,0.45454547,gpt-5.4-mini,,True
182,123102465,2124560,"It's not going to be Skyrim, but it's a cute and addictive arcade game. It's a good value given how cheap it is and it's a fun time killer when you only have a couple minutes at a time. The graphics are cute but the game is actually pretty challenging.",True,recommended,"gameplay,graphics,value,difficulty_balance",,True,,"귀엽고 중독성 있는 아케이드성 재미를 gameplay로, 그래픽의 귀여움을 graphics로, 저렴한 가격 대비 만족을 value로, 꽤 도전적이라는 점을 difficulty_balance로 판단함.",completed,50,252,0,0.5,gpt-5.4-mini,,True
183,127302727,1398080,"Constant issues with the writing took me out of things, and the auto-text (which is automatically on) then sped on by before I could adjust. No save function and the instructions aren't clear.",False,not_recommended,,"story,ui_ux",True,,"글의 문제를 story 부정으로, 자동 텍스트와 저장 기능 부재 및 불명확한 안내를 각각 ui_ux와 bugs의 부정으로 판단함.",completed,33,192,0,0.5,gpt-5.4-mini,,True
184,148702853,1954950,Unplayable. German units overpowered red and suppressed with 1 strength doing damage. Units just appear out of nowhere. Glad I bought it on sale.,False,not_recommended,,"gameplay,difficulty_balance,value",True,,"세일로 샀다고 만족을 드러낸 부분은 value의 긍정 평가로, 유닛 밸런스 문제와 갑자기 등장하는 전투 전개는 gameplay와 difficulty_balance의 부정 평가로 판단함.",completed,24,145,1,0.50337839,gpt-5.4-mini,,True
185,202594886,364420,"Very fun, shame it's abandoned",True,recommended,gameplay,updates_support,True,,"Very fun을 gameplay의 긍정으로, abandoned를 updates_support의 부정으로 판단함.",completed,5,30,0,0.5,gpt-5.4-mini,,True
186,90849369,900370,"I just could not get into it and I feel like this is owed in at least some part to a really rough interface. You shouldn't absolutely require a multi-part tutorial for a game like this. Some of the things seemed like they wanted you to click here, but there was no indication with a click and drag or a click, or... I have not played the boardgame version of this game, but it's normally a well-reviewed/received game so I figured it would be worth a shot on the PC.",False,not_recommended,,"ui_ux,controls",True,,거친 인터페이스와 클릭/드래그 방식이 명확히 안내되지 않은 점은 ui_ux와 controls의 부정 평가로 판단함.,completed,90,466,3,0.5669291,gpt-5.4-mini,,True
187,161841646,1984330,this character has cool kit but caca weewee burts fire weapons so unless u grinded the smg lvls to unlock for all characters dont bother lol,False,not_recommended,gameplay,"gameplay,content",True,,"캐릭터의 킷이 좋다는 점은 gameplay의 긍정으로, 특정 무기를 다른 캐릭터에 쓰려면 SMG 레벨을 많이 올려야 한다는 점은 content와 gameplay의 부정으로 판단함.",completed,26,140,3,0.56703907,gpt-5.4-mini,,True
188,167752844,732770,Unlock all modes achievement is bugged after I've clearly unlocked all the modes,False,not_recommended,,bugs,True,,모든 모드를 해금했는데도 업적이 버그가 있다고 말해 bugs의 부정 평가로 판단함.,completed,13,80,0,0.5,gpt-5.4-mini,,True
189,21424553,443980,Bought the game. Got half naked girls. Can't say I'm not satisfied 11/10,True,recommended,other,,True,,게임 요소에 대한 구체적 평가는 없고 전반적으로 만족한다고 말하므로 other의 긍정 평가로 판단함.,completed,13,72,15,0.43707681,gpt-5.4-mini,,True
190,201750302,3103150,gib pets or i bite 10/10 would awoo again,True,recommended,other,,True,,게임 요소에 대한 구체적 언급은 없지만 전체적으로 장난스럽고 긍정적인 평가로 판단해 other의 긍정으로 분류함.,completed,9,41,3,0.54198474,gpt-5.4-mini,,True
191,174914880,2610440,"Plays well, fun writing, I like the developer. Also i play it on steam deck just fine. tweaked a couple controls for comfort but great way to play.",True,recommended,"gameplay,story,controls",,True,,"플레이가 잘 되고 재미있는 글쓰기를 긍정적으로 평가했으며, 스팀덱에서 문제없고 일부 조작을 편하게 조정했다는 점을 controls의 긍정 평가로 판단함.",completed,28,147,4,0.54382259,gpt-5.4-mini,,True
192,201812330,1410710,it ok that's it that's all,False,not_recommended,other,,True,,"게임에 대한 구체적 요소는 없지만, 전체적으로는 그저 그렇다는 부정 평가로 판단함.",completed,6,26,2,0.49618319,gpt-5.4-mini,,True
193,202467029,1686940,This game is really fun but it lacks a report button. theres been times where a player has no name and hits every shot perfectly. this is an indie game so moderation isnt important but its still irritating to find these players,False,not_recommended,gameplay,"multiplayer,ui_ux",True,,"게임이 재미있다는 평가는 gameplay의 긍정으로, 신고 버튼 부재와 익명 치트 의심 플레이어 문제는 multiplayer와 ui_ux의 부정으로 판단함.",completed,42,227,0,0.5,gpt-5.4-mini,,True
194,153007850,2523550,"Quite possibly the worst adult game on steam. Stay far away. You're welcome. Literally the game is looking at pictures and reading text boxes with weird porn sounds that don't match, bad music, and text that doesn't match the scene.",False,not_recommended,,"audio,story,gameplay",True,,"그림을 보고 텍스트 상자를 읽는 단순한 진행을 gameplay, 이상하게 맞지 않는 음향과 나쁜 음악을 audio, 장면과 맞지 않는 텍스트를 story로 판단했으며, 전반적 혹평은 other로 보지 않아야 하는데 중복 선택이 섞여 있어 부적절함.",completed,40,232,8,0.65907228,gpt-5.4-mini,,True
195,50935557,872810,"Controller Input from WMR is not recognised. I am aware, that they are not officially supported anyway, but most games not supporting WMR can handle this task just fine and at least recognize Input from WMR - Controllers, which can be subsequently mapped by the user to his comfort. I would really like to recommend this experience, because overall it seems very polished, it appears to be very innovative regarding storytelling and I really like the setting. However, the controller is only recognized in the menu to select the preferred experience. Once the introductory 11 minuted and 11 seconds have passed and you are introduced to the different viewing modes, no further controller input is registered. The same goes for the start menu itself, where you select the character you want to follow. You can´t do anything except aggressively swing your WMR - controllers around in frustration. That´s why I have to advise WMR - owners against purchasing this experience for now until it is at least somewhat supported. I´ll be happy to change my review when this happens.",False,not_recommended,story,controls,True,,"스토리와 설정을 긍정적으로 평가했으며, WMR 컨트롤러 입력이 인식되지 않고 메뉴 이후 조작이 안 된다는 점을 controls의 부정 평가로 판단함.",completed,179,1072,11,0.52324253,gpt-5.4-mini,,True
196,202310048,3008670,"I really enjoyed this chapter. This is probably my favourite chapter so far, though it has some things holding it back from beating chapter 3, the best chapter. Positives: Best story of the entire series Looks great visually in some areas The new characters are awesome Interesting puzzles Great gameplay mechanics new and old Negatives: Bugs. There were so many at release and some still exists (like one to do with the Doctor's eye on the tv's). The improved story means that there is unskippable dialogue. A marketed character is unutilized and a major character can be a bit disappointing to some. Though great visually at times, it is a downgrade compared to chapter 3. Conclusion: its a great game with flaws. Its not as good as the previous chapter, but better than the first 2. 7.5-8/10",True,recommended,"story,graphics,gameplay","bugs,story,graphics",True,,"스토리, 그래픽, 퍼즐/게임플레이를 긍정적으로 평가했고, 출시 당시와 일부 남아 있는 버그 및 전작 대비 그래픽·스토리 하락을 부정적으로 언급함.",completed,137,794,0,0.5,gpt-5.4-mini,,True
197,54964826,837240,Fun game but unplayable and exttremely frustrating when the hands stop working out of nowhere. Sometimes it's just one hand and somethimes both. I have no idea what could trigger it. Seems to just happen out of nowhere. I play on a HTC Vive and I would not recommend this game until the bug is fixed.,False,not_recommended,gameplay,"bugs,controls",True,,"재미있다는 평가는 gameplay의 긍정으로, 손이 갑자기 작동하지 않는 문제는 controls와 bugs의 부정으로, 버그 수정 전까지 추천하지 않는다는 언급은 updates_support의 부정으로 판단함.",completed,56,300,5,0.58064514,gpt-5.4-mini,,True
198,39294322,691980,"Overall: THIS GAME IS A SCAM. They re-release the same game over and over every time it gets too many negitive reviews. My review: I LOVE everything about the *idea* of this game... It is exactly the sort of game I could play for hours. The graphics are cute, there are fun critters to play with, and you get a bit of a simulation game that can develop to be more customly complex as you play more. It however does not live up to that and it has a dark, greedy secret: This is a remastered version of a game that is being given out to people for free who had the old version. You may wonder why it is being given out for free instead of just updating the old one... this is so that they can HIDE the previous bad reviews talking about how buggy the original was! Those bugs have NOT gone away! ...it is incredibly laggy with other bugs such as not launching (see the forums,) with no replies from the maker at all. IT GETS WORSE! This is at minimum, their FOURTH time releasing this game with little to no improvements (definately 0 bug fixes) each and every time! Previous re-releases went under the names: Fayre Trade: Cookery and Caravans - see the DLC for it, it's the exact same game Moonstone Tavern - Same game with some minor changes, still buggy The original Fortune's Tavern the ""bug fixes"" for the pervious releases of this game do not work... for the previous four releases, or this release. I will check back on this game in a few months HOPING that this shady SCAM OF A GAME has been apologized for and that the bugs are fixed... it would be so much fun to play if it worked and wasn't atrociously hiding bad reviews to make money off of an already reported broken product. In the meantime I have reported this scam to Steam so they can look into the shady actions of this developer. I have never done that before, but this time it is the right thing to do :(",False,not_recommended,"graphics,content","value,bugs,performance,updates_support,monetization",True,,"귀여운 그래픽과 시뮬레이션성/플레이 요소는 긍정으로, 스캠이라고 한 가격·판매 방식은 value와 monetization, 심한 렉과 미출시는 performance와 bugs, 개발사 대응 부재와 재출시는 updates_support 문제로 판단함.",completed,356,1873,121,0.92071319,gpt-5.4-mini,,True
199,91847307,1612210,"Overall the DLC is great. I like the unique characters and that the wolf character has a masked and un-masked head. The only thing is that when playing split-screen you may have to play one round for players two, three, and four to be able to use the new character types.",True,recommended,content,bugs,True,,"DLC의 새로운 캐릭터와 외형 다양성은 content의 긍정 평가로, 분할 화면에서 새 캐릭터를 쓰기 위해 추가 라운드를 해야 한다는 점은 multiplayer의 부정 평가로 판단함.",completed,51,271,9,0.55380636,gpt-5.4-mini,,True
200,36089613,659490,why is it so hard to make it all with English voice acting? Persian is so painful to listen to.,False,not_recommended,,"audio,localization",True,,영어 음성연기 요구와 페르시아어가 듣기 고통스럽다는 표현을 audio와 localization의 부정 평가로 판단함.,completed,20,95,6,0.12465724,gpt-5.4-mini,,True
201,131321416,2222190,"After playing this game, I felt like a mage, but always out of mana.",True,recommended,gameplay,gameplay,True,,마법사처럼 느껴졌지만 항상 마나가 부족하다는 표현을 게임플레이 경험의 부정으로 판단함.,completed,14,68,1,0.50033593,gpt-5.4-mini,,True
202,93199504,26300,"I have no idea why this is called Drug wars. This game definitely is only maybe a third done. Play this game windowed; it'll run smoother. The pros: weapons are unique, you get ammo for finishers, the one enemy model is used in varying degrees (punching, shooting, throwing), everything you throw explodes, the weapons are easy to use, you regain health and it still remains tense at times, the puzzles are easy, you're never going to get lost in the levels, and the AI can be really tough. The cons: sometimes the enemies will lay on the ground but still shoot, they hobble around too much for the sniper to be much use, there's only one enemy model (three or four if you count the machines), there are loads of enemies in long hallways, this looks like it was made in 2004, and the AI can be exploited. Honestly, a lot better than I thought it would be. This feels like a mod that became its own executable but failed its Kickstater or something. If they had a bigger team (or if cracking the hieroglyphs that is the CryEngine code was as easy as Unreal or Source) this could've been more polished—well, obviously. I think games like these are the reason not many developers used CryEngine back in the day (that, and the whole 'use only one core' thing).",True,recommended,"gameplay,difficulty_balance,content","graphics,difficulty_balance,content,performance,bugs",True,,"무기 사용과 퍼즐, 긴장감 있는 전투를 gameplay와 difficulty_balance의 긍정으로, 쉬운 클리어와 단일 모델 반복은 content의 부정으로 판단했으며, 2004년처럼 보이는 그래픽, 더 부드럽게 하려면 창모드가 필요하다는 언급, 적 버그와 AI 악용, 미완성·방치된 느낌은 각각 graphics, performance, bugs, updates_support의 부정으로 봄.",completed,229,1256,4,0.58870965,gpt-5.4-mini,,True
203,186054962,2288770,"I tried to upload my speedrun of this game to speedrun.com but they refused to make a page for it cause it ""wasn't complex enough"" (Yeah maybe for their dumb minds). very disappointing. I have uploaded my speedrun of this game to youtube if people want to attempt to beat it, good luck >:) [URL]",True,recommended,,,False,,"스피드런을 다시 시도해 볼 수 있다는 점은 replayability의 긍정으로, 페이지를 만들지 않아 실망했다는 전반적 불만은 구체 요소가 없어 other의 부정으로 판단함.",completed,55,295,1,0.52380955,gpt-5.4-mini,,True
204,25867231,334180,"The soundtrack goes well with the game and its atmosphere, which I really enjoyed, but overall, it's very forgettable. No track really stands out as one I would want to listen to outside of the game.",False,not_recommended,audio,audio,True,,"사운드트랙이 분위기와 잘 어울린다는 점은 audio의 긍정 평가로, 인상에 남지 않는다는 점은 audio의 부정 평가로 판단함.",completed,36,199,9,0.62922102,gpt-5.4-mini,,True
205,201736392,329440,"Играл я давно, а отзыв не написал. Игра - кал сразу же, НО!!! Эта всё же мне довольно увлекла, что я на все ачивки её прошёл. Из музыки только финальный босс понравился, просто потому что её писал не абы кто, а сам Томоя Отани. Вообщем, либо покупайте с огромной скидкой, как я, либо не покупайте вообще.",False,not_recommended,,,False,,비영어리뷰,completed,56,304,3,0.52894992,gpt-5.4-mini,,True
206,142972659,1527500,"Made it to the Championship three of my first four career seasons and was cheated out of the game all three times on the final play. WAY to much developer interference on every snap of every game. He seems to think his job was to find a way to cheat a human player on every play in some way, and all of his focus seems to have gone into that. He even goes so far as to claim the computer doesn't ""know"" what you enter for a play. Oh really? Then how does it run the play. The game is programmed to run when you call a pass defense, and pass when you call a run defense. On offense it runs out of pass formations routinely--especially when you call pass--and passes out of obvious run formations at least 50% of the time, unless you call a pass defense, of course Computer teams can run any running play out of an empty backfield, for instance, but a human player can run only a reverse. Computer teams can designate the HB hot receiver as primary receiver on long passes, but human coaches cannot. There are dozens of ways the developer figured out to screw you out of most anything you accomplish, and this seems to have been his main focus throughout the game. The game quite obviously runs on profiles, the developer made all of them, and a simple algorithm decides whether or not you win the game regardless of what you do as human coach. Might have been nice if the developer had actually watched a football game before he decided to design one. Alas, he clearly believes the point of the game is to manipulate the outcome artificially, primarily with turnovers and penalties but also with a huge array of artificial means wherever the developer's algorithm determines a timely monkey wrench is called for. The saddest thing about this game is how predictable it is. You can quite literally call most penalties and turnovers before they happen due to the developer's lack of imagination and his determination to manipulate the outcome of games.",False,not_recommended,,"difficulty_balance,gameplay",True,,"인위적으로 승패를 조작한다는 설명을 difficulty_balance의 부정 평가로, 경기 흐름과 플레이 호출이 반복적으로 불공정하다는 점을 gameplay의 부정 평가로 판단함.",completed,353,1949,0,0.5,gpt-5.4-mini,,True
207,43605600,562250,"Concept is good, art is great, music is good, story is pretty good.... but .... the gameplay is not very interesting. I did finish the game so it was not horrible but it did not really feel rewarding. The monster development was most disapointing, because it was really slim and basically just increasing stats. At start I tried to develop some monsters to see where the game would take me, but it did not take me anywhere. The skills and abilities of monsters were all there to see, there was no ""evolving"" or ""upgrading"" of any kind and there were generally too few skills so that the monsters did not feel different enough. Then there were some legendary monsters which made the regular monsters pretty much obsolete. Which mostly had to do with the staring level of legendaries, so they did not require any grinding. Once I started to get some more interesting monsters (legendaries) the game gave me so many in so short period of time, I did not feel like testing everything. Partly beacuse I did not have real challenges in the battles middle of game. Long story short, this game is a prime example of a game where developer knows what he wants to do, has a strong vision, enjoys making the game, but in the end does not have enough time and recources (or knowledge) to finish the game properly.",False,not_recommended,"graphics,audio,story","gameplay,difficulty_balance,content",True,,"아트와 음악, 스토리를 긍정적으로 평가했고, 전투와 전반적 재미 부족을 gameplay, 도전 부족과 레전더리 몬스터 밸런스를 difficulty_balance, 몬스터 다양성·진행 깊이 부족을 content로 판단했으며, 마지막의 미완성 평가는 other로 보았습니다.",completed,234,1301,57,0.86708659,gpt-5.4-mini,,True
208,202200881,545580,"I bought this back in 2016 to write a review that said ""Daddies Kumis"" but then I forgot about it so long that meme went stale",True,recommended,,,False,게임 평가가 아닌 개인적인 농담과 메모에 가까워 토픽을 분류할 수 없음,게임에 대한 실제 평가가 없어 토픽 분류가 불가능함.,completed,26,126,2,0.54401046,gpt-5.4-mini,,True
209,110135909,1656221,My founder's pack is missing and I have not opened it yet :( I hope this is some temporary bug. Character name: Triphane/Chalcedony,True,recommended,,bugs,True,,파운더스 팩이 보이지 않는다는 내용으로 아이템 누락 문제를 bugs의 부정 평가로 판단함.,completed,23,131,0,0.49438205,gpt-5.4-mini,,True
210,29616079,502530,"I would give this game 1 star out of 10 if I were a box boy in a supermarket, who was approached by an old gentleman looking for canned prunes while playing old Santana tunes on his old flip phone, only to run into him once more on the other side of the super market and have him ask me for the very item he saw me stocking on the shelf just minutes ago and because I'm a super impatient asshole milenial I would respond to him with ""I don't even know what you want old man! GTFOutta-here!"". Truth is... I was never a box boy, but I'm soon approaching the situation that old man found himself in. ""As far as we can discern, the sole purpose of human existence is to kindle a light of meaning in the darkness of mere being."" What you just read was a quote from Carl Jung. It is what I believe I did in this here very game. You too can do it. With style, you can do it with grace, and you do it while listening to the sexy tunes of 70's porn and at times what seems like music from the Santana album the old man I described played on his phone. I can't give this game any stars because this is a goddamn STEAM review! But if you enjoy space, aliens, visiting earth through the eyes of an illegal and an experience that doesn't hold your hand but encourages you to spend your time figuring all of this thing we call life out for your own self... you should get this game right now! Also, it's $9 and trippy as all hell. I ENJOYED IT!",True,recommended,"audio,content,gameplay,value",,True,,"70년대풍 음악과 산만한 설명을 audio로, 우주·외계인·지구 체험을 content로, 직접 탐색하며 알아가는 진행을 gameplay로, 9달러라는 가격 만족을 value로 판단함.",completed,285,1430,8,0.55561584,gpt-5.4-mini,,True
211,55147186,1142360,"Hope for City is a fun small JRPG for pocket change. This game has no clear direction, but you can do whatever you want. There is neither a tutorial nor a manual for this game, you can learn it all by talking to NPCs. Overall, this game is great for hanging out on your own. Plus, you can enjoy the game's Engrish.",True,recommended,"value,gameplay",localization,True,,"저렴한 가격과 자유로운 진행을 value와 gameplay의 긍정으로, 튜토리얼·매뉴얼 부재를 ui_ux의 부정으로, Engrish를 localization의 부정으로 판단함.",completed,62,314,6,0.60339421,gpt-5.4-mini,,True
212,118376310,562370,have never been able to play any of these scenarios no refund issued BAD BAD BAD,False,not_recommended,,"bugs,value",True,,"시나리오를 전혀 플레이할 수 없다는 점은 bugs의 부정 평가로, 환불이 없었다는 점은 value의 부정 평가로 판단함.",completed,16,80,1,0.52380955,gpt-5.4-mini,,True
213,202363881,527100,death to the War birds!!!!!,True,recommended,,,False,,게임에 대한 강한 부정 표현이 있으나 구체적인 요소가 드러나지 않아 other의 부정으로 판단함.,completed,5,27,0,0.5,gpt-5.4-mini,,True
214,128641384,1403540,"While the tracks are as good as ever, the quality is noticably lower than it was in the previous releases. Don't know what happened there. Even in flac they sound... A bit off? I hope that makes sense. It's tolerable tho and doesn't ruin the experience. It's just that it could've been handled better.",True,recommended,audio,audio,True,,"트랙 자체는 좋다고 평가해 audio를 긍정으로, 이전보다 품질이 낮고 약간 어색하다고 해 audio를 부정으로 판단함.",completed,54,301,0,0.5,gpt-5.4-mini,,True
